tract_id,county_name,total_population,latino_population,white_population,majority_hispanic
06037296500,Los Angeles County,20183,7238,7090,True
06037109400,Los Angeles County,24558,13647,10911,True
06037274100,Los Angeles County,46240,19271,4266,True
06037553902,Los Angeles County,38434,5188,18055,False
06037503201,Los Angeles County,26205,12314,13891,False
06037241110,Los Angeles County,42545,4900,14716,False
06037240800,Los Angeles County,44749,7376,17907,False
06037240020,Los Angeles County,31137,19977,11160,True
06037434001,Los Angeles County,32406,15124,17282,False
06037481712,Los Angeles County,28624,11488,6240,True
06037123206,Los Angeles County,48221,11478,13394,False
06037534404,Los Angeles County,24262,5432,14568,False
06037535901,Los Angeles County,19962,18660,1302,True
06037237900,Los Angeles County,22022,1055,14013,False
06037534804,Los Angeles County,13717,9150,3125,True
06037232300,Los Angeles County,49247,16745,17748,False
06037532800,Los Angeles County,44577,5621,16034,False
06037229410,Los Angeles County,25152,6122,19030,False
06037204920,Los Angeles County,22302,6870,2531,True
06037534403,Los Angeles County,45940,8673,7882,True
06037191000,Los Angeles County,39674,4086,14503,False
06037294820,Los Angeles County,20522,6750,13772,False
06037575901,Los Angeles County,21422,2062,19360,False
06037576401,Los Angeles County,34926,7229,17509,False
06037575002,Los Angeles County,11884,7288,4596,True
06037294520,Los Angeles County,49243,7168,10795,False
06037293304,Los Angeles County,26874,9258,17616,False
06037271100,Los Angeles County,31734,7371,15369,False
06037216700,Los Angeles County,22142,8943,13199,False
06037700902,Los Angeles County,24651,7738,16913,False
06037430801,Los Angeles County,40240,16679,2761,True
06037481103,Los Angeles County,29814,11554,18260,False
06037462600,Los Angeles County,37961,18844,19117,False
06037201503,Los Angeles County,14389,6622,7767,False
06037195802,Los Angeles County,32139,12613,11589,True
06037191610,Los Angeles County,18918,14046,3590,True
06037191410,Los Angeles County,21898,11787,10111,True
06037191204,Los Angeles County,43110,17389,9659,True
06037191110,Los Angeles County,19043,9837,1117,True
06037190520,Los Angeles County,29543,15309,14234,True
06037181400,Los Angeles County,43328,1846,11954,False
06037131600,Los Angeles County,31131,16385,14746,True
06037183820,Los Angeles County,27700,7469,10333,False
06037302103,Los Angeles County,31427,17608,13819,True
06037920017,Los Angeles County,41976,7283,3048,True
06037404902,Los Angeles County,44001,13941,13607,True
06037131900,Los Angeles County,47533,2828,2917,False
06037123304,Los Angeles County,27398,7988,19410,False
06037403802,Los Angeles County,25128,13977,1009,True
06037401001,Los Angeles County,21644,10865,3219,True
06037123010,Los Angeles County,44809,19444,6287,True
06037122120,Los Angeles County,39387,9512,2342,True
06037910404,Los Angeles County,48336,19378,15231,True
06037910502,Los Angeles County,37293,4490,10310,False
06037117405,Los Angeles County,45752,18988,13219,True
06037901007,Los Angeles County,14069,11161,2908,True
06037115101,Los Angeles County,13567,4530,6256,False
06037113212,Los Angeles County,29106,9162,19944,False
06037311200,Los Angeles County,16548,4391,12157,False
06037135202,Los Angeles County,19071,9007,10064,False
06037214000,Los Angeles County,35523,16524,1077,True
06037134302,Los Angeles County,45345,17984,15060,True
06037133000,Los Angeles County,31055,19520,11535,True
06037432601,Los Angeles County,20897,7943,12954,False
06037482301,Los Angeles County,14549,7565,6984,True
06037267502,Los Angeles County,26526,5670,19574,False
06037212800,Los Angeles County,14184,3192,2248,True
06037405203,Los Angeles County,33171,13790,19381,False
06037482202,Los Angeles County,41455,5018,12302,False
06037212203,Los Angeles County,27975,9389,18586,False
06037211320,Los Angeles County,29519,16374,6788,True
06037139502,Los Angeles County,12368,10446,1922,True
06037231500,Los Angeles County,38187,19588,11789,True
06037402703,Los Angeles County,37184,2120,12260,False
06037531102,Los Angeles County,37154,18334,3336,True
06037228310,Los Angeles County,43141,3243,5612,False
06037404702,Los Angeles County,48872,14429,7371,True
06037702201,Los Angeles County,13091,8863,4228,True
06037221810,Los Angeles County,35137,15382,19755,False
06037221900,Los Angeles County,40659,4756,16770,False
06037407400,Los Angeles County,21478,3674,7898,False
06037219800,Los Angeles County,15147,1793,3116,False
06037192510,Los Angeles County,28451,13298,15153,False
06059087404,Orange County,6666,914,445,True
06059011502,Orange County,9054,2543,2365,True
06059075812,Orange County,8283,3105,3381,False
06059110606,Orange County,2666,1739,927,True
06059011000,Orange County,7586,4551,3035,True
06059110203,Orange County,4376,226,3277,False
06059087504,Orange County,9295,3549,4246,False
06059087001,Orange County,7696,3633,3467,True
06059110118,Orange County,5789,3897,1892,True
06059110202,Orange County,7093,3576,3517,True
06059099510,Orange County,4435,1305,3130,False
06059110001,Orange County,5126,3172,1954,True
06059087101,Orange County,7570,4762,2808,True
06059088107,Orange County,7612,1432,301,True
06059087403,Orange County,4986,4312,674,True
06059099410,Orange County,3947,1725,2222,False
06059099406,Orange County,8473,485,3381,False
06059088903,Orange County,9166,517,3700,False
06059074102,Orange County,7283,1054,4958,False
06059099251,Orange County,9079,4859,4220,True
06059099237,Orange County,8577,4905,3672,True
06059099230,Orange County,8738,4480,4258,True
06059099225,Orange County,5257,2813,2303,True
06059099203,Orange County,6088,3220,1066,True
06059063006,Orange County,5444,3532,788,True
06059052522,Orange County,4743,3801,441,True
06059062631,Orange County,6346,1824,4522,False
06059063604,Orange County,4401,3312,1089,True
06059075703,Orange County,2982,1051,822,True
06059075512,Orange County,5249,2817,2432,True
06059075815,Orange County,5024,1600,385,True
06059042327,Orange County,7811,3595,2165,True
06059052506,Orange County,7546,3157,4389,False
06059032040,Orange County,7145,2261,3393,False
06059052502,Orange County,6297,1046,3435,False
06059052421,Orange County,9968,4995,4973,True
06059074601,Orange County,5552,2001,3551,False
06059032032,Orange County,5485,1923,3562,False
06111005306,Ventura County,7414,4508,2906,True
06111008401,Ventura County,6454,2590,427,True
06111006000,Ventura County,7721,3410,3400,True
06111001507,Ventura County,7222,3775,3154,True
06111007800,Ventura County,8470,2243,1411,True
06025010700,Imperial County,8730,4083,4647,False
06071008800,San Bernardino County,6119,264,4377,False
06071006204,San Bernardino County,7112,922,1043,False
06071004604,San Bernardino County,6650,4525,874,True
06071003505,San Bernardino County,7598,3256,4342,False
06071003405,San Bernardino County,4566,3552,1014,True
06071007603,San Bernardino County,4890,4277,613,True
06071002804,San Bernardino County,8635,3694,4941,False
06071003803,San Bernardino County,9568,4902,4666,True
06071000826,San Bernardino County,4991,1655,904,True
06071000108,San Bernardino County,6678,3677,3001,True
06071001706,San Bernardino County,7649,4788,2861,True
06071001400,San Bernardino County,6529,2206,4323,False
06093001200,Siskiyou County,6921,2868,4053,False
06093000800,Siskiyou County,6053,3380,2673,True
06093000100,Siskiyou County,4469,4133,336,True
06039000109,Madera County,4931,3530,1401,True
06061021131,Placer County,3041,2151,541,True
06061023700,Placer County,9496,174,2275,False
06071001906,San Bernardino County,5975,140,2181,False
06071001806,San Bernardino County,7684,4783,1722,True
06071002017,San Bernardino County,8541,441,4152,False
06071002016,San Bernardino County,5671,745,4926,False
06071002103,San Bernardino County,4763,709,554,True
06071001810,San Bernardino County,8025,3128,4897,False
06071002109,San Bernardino County,8054,3729,4325,False
06071012300,San Bernardino County,5362,1486,3876,False
06071000304,San Bernardino County,8351,4888,3463,True
06071004800,San Bernardino County,9213,4989,4224,True
06063000201,Plumas County,8840,3950,2158,True
06101050401,Sutter County,8179,1236,286,True
06025012400,Imperial County,9942,1433,4293,False
06055200704,Napa County,7764,2811,4953,False
06055201006,Napa County,6712,1885,850,True
06085503118,Santa Clara County,29962,16850,13112,True
06085503329,Santa Clara County,29058,13652,7122,True
06053000600,Monterey County,1877,253,1624,False
06085504423,Santa Clara County,39888,16048,3343,True
06085512311,Santa Clara County,42904,2240,1060,True
06085503903,Santa Clara County,32335,19023,13312,True
06053011502,Monterey County,8470,4326,3669,True
06005000102,Amador County,4574,4303,271,True
06019002906,Fresno County,6719,4297,2422,True
06019005524,Fresno County,4590,3104,429,True
06075011902,San Francisco County,41408,2341,12855,False
06075025701,San Francisco County,29791,1338,6895,False
06075042601,San Francisco County,17254,12344,2750,True
06075012301,San Francisco County,14438,8119,6319,True
06013308002,Contra Costa County,7568,3826,3742,True
06013345116,Contra Costa County,4493,588,146,True
06013339001,Contra Costa County,5406,4906,500,True
06095253206,Solano County,7702,3257,4445,False
06095252801,Solano County,8483,3953,4530,False
06033000501,Lake County,9320,4332,3030,True
06043000302,Mariposa County,8507,1621,926,True
06001438204,Alameda County,5913,3394,2519,True
06001441523,Alameda County,9626,3142,4597,False
06001451404,Alameda County,4375,3661,714,True
06001405401,Alameda County,5892,1282,3323,False
06041131100,Marin County,7638,2767,230,True
06111004717,Ventura County,8937,4378,4559,False
06111004505,Ventura County,8730,4059,3687,True
06111003013,Ventura County,5968,1020,2869,False
06059062649,Orange County,9184,1231,3621,False
06065044515,Riverside County,9002,838,3341,False
06065041102,Riverside County,7007,2561,4446,False
06065042622,Riverside County,5137,913,4224,False
06065043228,Riverside County,9185,4672,4513,True
06065043270,Riverside County,9835,4943,4892,True
06065043821,Riverside County,5482,3611,1871,True
06065044927,Riverside County,9954,2524,4461,False
06065045214,Riverside County,7569,1020,3530,False
06065046900,Riverside County,7308,4584,2724,True
06065940900,Riverside County,5750,2150,3600,False
06029002820,Kern County,2608,475,2133,False
06029004603,Kern County,6967,245,4488,False
06105000102,Trinity County,8332,531,804,False
06113010512,Yolo County,8673,2732,4594,False
06023011600,Humboldt County,8556,1063,2334,False
06073007910,San Diego County,6376,2208,4168,False
06073020308,San Diego County,9630,4905,906,True
06073021800,San Diego County,7986,3515,110,True
06073009510,San Diego County,5951,4967,984,True
06073014902,San Diego County,4990,1489,3501,False
06071009912,San Bernardino County,7774,4421,924,True
06037123902,Los Angeles County,26944,11745,15199,False
06037124204,Los Angeles County,28425,19180,9245,True
06037104704,Los Angeles County,16558,1726,14832,False
06037106407,Los Angeles County,30403,19297,11106,True
06037127603,Los Angeles County,35401,19850,15551,True
06037137103,Los Angeles County,29578,8906,8287,True
06037402803,Los Angeles County,38660,11222,5675,True
06037461502,Los Angeles County,39701,18764,12873,True
06037480303,Los Angeles County,33263,19024,14239,True
06037189102,Los Angeles County,30476,11874,18602,False
06037208401,Los Angeles County,42784,14774,10752,True
06037406701,Los Angeles County,20585,8291,1974,True
06037408140,Los Angeles County,20635,15663,4972,True
06037127803,Los Angeles County,25018,14913,10105,True
06037134001,Los Angeles County,34125,9228,10903,False
06037211202,Los Angeles County,23867,9987,13880,False
06037219902,Los Angeles County,43001,10516,15559,False
06037239501,Los Angeles County,22137,19546,2591,True
06037502801,Los Angeles County,16303,7183,2312,True
06037191902,Los Angeles County,28081,8314,19767,False
06037267404,Los Angeles County,24623,3139,15688,False
06037295103,Los Angeles County,36290,19088,7924,True
06037573003,Los Angeles County,38130,19988,14481,True
06037209103,Los Angeles County,25670,4738,3469,True
06037216401,Los Angeles County,35046,17106,17940,False
06037503105,Los Angeles County,21178,3808,17370,False
06037503106,Los Angeles County,17713,8561,3719,True
06037239802,Los Angeles County,27890,12700,4741,True
06037241002,Los Angeles County,47534,4998,19787,False
06037576903,Los Angeles County,31588,1294,11177,False
06037533805,Los Angeles County,26727,10882,2136,True
06037264102,Los Angeles County,39832,8009,13987,False
06037551401,Los Angeles County,42311,2007,6445,False
06037302003,Los Angeles County,28467,15749,12718,True
06037901009,Los Angeles County,34257,10439,14281,False
06037910605,Los Angeles County,6435,1571,3382,False
06037920115,Los Angeles County,30821,6084,17661,False
06037980013,Los Angeles County,27330,8059,19271,False
06037602506,Los Angeles County,33951,15527,18424,False
06037650003,Los Angeles County,19859,9073,10077,False
06037650502,Los Angeles County,29761,12383,17378,False
06037601212,Los Angeles County,23869,5799,18070,False
06037481711,Los Angeles County,29860,12939,3428,True
06037603006,Los Angeles County,32083,12296,8813,True
06081609201,San Mateo County,3856,615,138,True
06077002401,San Joaquin County,3930,986,2944,False
06077005134,San Joaquin County,5224,1923,3301,False
06077004403,San Joaquin County,6823,3193,3630,False
06109985202,Tuolumne County,6874,3878,2996,True
06067007020,Sacramento County,8342,4216,4126,True
06067009637,Sacramento County,6547,1782,4765,False
06067007429,Sacramento County,7031,3698,3333,True
06067009622,Sacramento County,5111,1955,3156,False
06031980000,Kings County,9484,891,1909,False
06031980100,Kings County,6065,2355,3710,False
06077001501,San Joaquin County,4860,1084,3776,False
06077003808,San Joaquin County,3880,619,690,False
06077005141,San Joaquin County,8277,3733,4544,False
06077005224,San Joaquin County,4791,792,3999,False
06077980000,San Joaquin County,4973,3046,626,True
06045010601,Mendocino County,5797,2353,3444,False
06087110202,Santa Cruz County,2483,1863,620,True
06087110505,Santa Cruz County,6297,1116,216,True
06087110302,Santa Cruz County,2933,683,494,True
06087121502,Santa Cruz County,7135,2868,4267,False
06079011505,San Luis Obispo County,8965,2113,4533,False
06079012406,San Luis Obispo County,8468,3666,4802,False
06115040201,Yuba County,8857,1667,828,True
06023011502,Humboldt County,7893,4297,3596,True
06013380001,Contra Costa County,4175,313,3862,False
06013303104,Contra Costa County,7231,3036,3217,False
06013355310,Contra Costa County,6291,691,2820,False
06013336104,Contra Costa County,9405,1035,4437,False
06109003103,Tuolumne County,8532,101,2948,False
06089012605,Shasta County,4291,1017,3274,False
06097151405,Sonoma County,7514,189,1809,False
06097152803,Sonoma County,3541,205,986,False
06081604104,San Mateo County,9119,1995,416,True
06081612101,San Mateo County,6582,734,2025,False
06081606201,San Mateo County,5614,3244,2370,True
06081600501,San Mateo County,4826,815,4011,False
06047001007,Merced County,5513,1207,4306,False
06047002303,Merced County,8942,2530,2154,True
06047000204,Merced County,1306,307,999,False
06007000404,Butte County,1503,509,994,False
06083002014,Santa Barbara County,6443,4209,2234,True
06083002405,Santa Barbara County,3635,1366,2269,False
06083002936,Santa Barbara County,4376,849,3527,False
06067009651,Sacramento County,5931,2027,3904,False
06067009652,Sacramento County,7325,4890,2435,True
06067001701,Sacramento County,5854,3765,2089,True
06067006204,Sacramento County,7557,761,4744,False
06067005004,Sacramento County,9003,3020,1182,True
06067007434,Sacramento County,9446,4230,4640,False
06067006501,Sacramento County,6736,452,1002,False
06067003001,Sacramento County,7505,258,2077,False
06065042802,Riverside County,2674,2171,503,True
06065042017,Riverside County,3953,1055,1812,False
06065049701,Riverside County,5284,1373,3911,False
06065043209,Riverside County,5750,4381,1369,True
06065045709,Riverside County,5232,3814,629,True
06065044933,Riverside County,8003,3014,4989,False
06065043522,Riverside County,6920,2247,4673,False
06065043519,Riverside County,9631,625,101,True
06025012202,Imperial County,6545,2440,4105,False
06071002315,San Bernardino County,5148,2465,1625,True
06071010805,San Bernardino County,4812,113,4699,False
06071010031,San Bernardino County,3484,3255,229,True
06071010434,San Bernardino County,6354,3316,3038,True
06071010033,San Bernardino County,8719,2213,1352,True
06071009128,San Bernardino County,6801,2146,4655,False
06071009138,San Bernardino County,7562,3474,3566,False
06071002404,San Bernardino County,4607,3878,729,True
06071005602,San Bernardino County,4832,2739,2093,True
06071005501,San Bernardino County,6523,2991,3532,False
06071002313,San Bernardino County,9972,2460,675,True
06071002503,San Bernardino County,7529,1407,3292,False
06071010039,San Bernardino County,5146,2834,2312,True
06071000307,San Bernardino County,4068,1755,1679,True
06017031409,El Dorado County,3332,1490,1842,False
06017031505,El Dorado County,2425,719,1374,False
06039000702,Madera County,6092,2039,4053,False
06039000516,Madera County,2559,1416,1143,True
06001436301,Alameda County,4102,2944,1158,True
06001402801,Alameda County,6560,2632,3928,False
06001403301,Alameda County,5678,1108,1329,False
06113010315,Yolo County,9727,4685,375,True
06113011304,Yolo County,3728,2389,1339,True
06019004005,Fresno County,5870,225,4165,False
06019008404,Fresno County,7973,3968,1308,True
06019008503,Fresno County,5842,3349,1018,True
06019005915,Fresno County,8526,4023,4503,False
06019006407,Fresno County,3884,2893,991,True
06019003401,Fresno County,4970,2133,1464,True
06019007903,Fresno County,8820,1114,1899,False
06029003210,Kern County,7312,4712,1618,True
06029005206,Kern County,6547,3973,2574,True
06029003002,Kern County,7734,3585,4149,False
06029003219,Kern County,8205,3819,402,True
06029002901,Kern County,6503,1963,4540,False
06029003207,Kern County,6396,3172,3224,False
06029003126,Kern County,8625,3391,4133,False
06029002502,Kern County,5605,803,674,True
06029005510,Kern County,8215,3332,4883,False
06029002824,Kern County,7424,2732,3928,False
06029002822,Kern County,3730,588,1447,False
06029003134,Kern County,6456,4689,1767,True
06111001304,Ventura County,4753,3653,1100,True
06111003614,Ventura County,9542,1488,3812,False
06111003901,Ventura County,1867,921,554,True
06111003615,Ventura County,7073,3826,3247,True
06099003502,Stanislaus County,5306,2290,1016,True
06099000513,Stanislaus County,6040,1540,4500,False
06085505011,Santa Clara County,27967,15437,12530,True
06085508707,Santa Clara County,44778,12207,3989,True
06085501902,Santa Clara County,17689,10218,7471,True
06085512056,Santa Clara County,40631,11693,2177,True
06085504509,Santa Clara County,18364,1011,17353,False
06073008373,San Diego County,6586,3464,3122,True
06073007912,San Diego County,8734,1043,2490,False
06073005401,San Diego County,5945,2645,2511,True
06073005102,San Diego County,7070,1104,120,True
06073009203,San Diego County,5645,1114,4531,False
06073005301,San Diego County,5743,814,4246,False
06073013323,San Diego County,9647,4665,4982,False
06073013424,San Diego County,6512,1063,472,True
06073016703,San Diego County,4110,1792,205,True
06073016706,San Diego County,6039,1781,4197,False
06073007402,San Diego County,7287,2237,3516,False
06073018520,San Diego County,5016,3630,1386,True
06073020041,San Diego County,7552,3754,2459,True
06073018101,San Diego County,8605,544,135,True
06073007304,San Diego County,5703,1575,4057,False
06059062654,Orange County,3453,1945,1508,True
06059052529,Orange County,5791,1808,3038,False
06059063909,Orange County,6784,1400,1343,True
06059099418,Orange County,4825,4716,109,True
06059001604,Orange County,6252,1760,2731,False
