GEOID,County,Neighborhood_type,categorical_average
06037408503,Los Angeles,Other,Above Average
06037234302,Los Angeles,Other,Zero Day Count
06037910505,Los Angeles,70+ Latino,Above Average
06037980018,Los Angeles,Other,Zero Day Count
06037270102,Los Angeles,Other,Zero Day Count
06037267202,Los Angeles,50+ NL White,Zero Day Count
06037214505,Los Angeles,50+ NL White,Zero Day Count
06037432002,Los Angeles,Other,Above Average
06037920047,Los Angeles,70+ Latino,Above Average
06037900611,Los Angeles,50+ Latino,Above Average
06037408628,Los Angeles,Other,Above Average
06037480012,Los Angeles,Other,Above Average
06037134720,Los Angeles,50+ Latino,Below/Equal Average
06037133000,Los Angeles,50+ Latino,Below/Equal Average
06037269800,Los Angeles,Other,Zero Day Count
06037212900,Los Angeles,50+ Latino,Zero Day Count
06037405400,Los Angeles,50+ Latino,Above Average
06037265301,Los Angeles,Other,Zero Day Count
06037265303,Los Angeles,Other,Zero Day Count
06037211420,Los Angeles,50+ Latino,Below/Equal Average
06037124903,Los Angeles,Other,Below/Equal Average
06037185204,Los Angeles,Other,Above Average
06037194102,Los Angeles,50+ NL White,Zero Day Count
06037127711,Los Angeles,50+ Latino,Below/Equal Average
06037214503,Los Angeles,Other,Zero Day Count
06037186202,Los Angeles,Other,Above Average
06037275500,Los Angeles,50+ Latino,Zero Day Count
06037211921,Los Angeles,Other,Below/Equal Average
06037226001,Los Angeles,70+ Latino,Zero Day Count
06037134905,Los Angeles,Other,Below/Equal Average
06037920044,Los Angeles,Other,Above Average
06037920114,Los Angeles,Other,Above Average
06037651401,Los Angeles,Other,Zero Day Count
06037920326,Los Angeles,50+ NL White,Above Average
06037400207,Los Angeles,50+ NL White,Above Average
06037701201,Los Angeles,70+ NL White,Zero Day Count
06037211202,Los Angeles,50+ Latino,Below/Equal Average
06037570404,Los Angeles,70+ Latino,Zero Day Count
06037201602,Los Angeles,70+ Latino,Below/Equal Average
06037543306,Los Angeles,Other,Zero Day Count
06037540700,Los Angeles,50+ Latino,Zero Day Count
06037430400,Los Angeles,Other,Above Average
06037480703,Los Angeles,Other,Above Average
06037920013,Los Angeles,Other,Above Average
06037301300,Los Angeles,70+ NL White,Below/Equal Average
06037123800,Los Angeles,50+ NL White,Below/Equal Average
06037401311,Los Angeles,Other,Above Average
06037543000,Los Angeles,Other,Zero Day Count
06037530302,Los Angeles,70+ Latino,Below/Equal Average
06037431200,Los Angeles,70+ Latino,Above Average
06037431400,Los Angeles,Other,Above Average
06037543201,Los Angeles,50+ Latino,Zero Day Count
06037141201,Los Angeles,50+ NL White,Below/Equal Average
06037480303,Los Angeles,Other,Below/Equal Average
06037189904,Los Angeles,50+ NL White,Below/Equal Average
06037702502,Los Angeles,Other,Zero Day Count
06037541500,Los Angeles,70+ Latino,Zero Day Count
06037609900,Los Angeles,50+ Latino,Zero Day Count
06037301601,Los Angeles,70+ NL White,Below/Equal Average
06037463500,Los Angeles,Other,Above Average
06037201503,Los Angeles,70+ Latino,Below/Equal Average
06037402405,Los Angeles,70+ Latino,Above Average
06037186100,Los Angeles,Other,Above Average
06037143902,Los Angeles,50+ NL White,Below/Equal Average
06037670416,Los Angeles,Other,Zero Day Count
06037800506,Los Angeles,70+ NL White,Zero Day Count
06037901007,Los Angeles,50+ NL White,Above Average
06037104321,Los Angeles,70+ Latino,Above Average
06037530007,Los Angeles,50+ Latino,Below/Equal Average
06037500402,Los Angeles,70+ Latino,Below/Equal Average
06037239320,Los Angeles,70+ Latino,Zero Day Count
06037576700,Los Angeles,50+ NL White,Zero Day Count
06037533901,Los Angeles,70+ Latino,Below/Equal Average
06037181000,Los Angeles,Other,Above Average
06037406413,Los Angeles,50+ Latino,Above Average
06037217101,Los Angeles,50+ Latino,Zero Day Count
06037481203,Los Angeles,Other,Above Average
06037239502,Los Angeles,70+ Latino,Zero Day Count
06037240902,Los Angeles,70+ Latino,Zero Day Count
06037103202,Los Angeles,50+ NL White,Above Average
06037901217,Los Angeles,50+ NL White,Above Average
06037670418,Los Angeles,50+ NL White,Zero Day Count
06037191302,Los Angeles,Other,Below/Equal Average
06037265410,Los Angeles,70+ NL White,Zero Day Count
06037296902,Los Angeles,50+ Latino,Zero Day Count
06037237201,Los Angeles,70+ Latino,Zero Day Count
06037297602,Los Angeles,Other,Zero Day Count
06037531702,Los Angeles,70+ Latino,Below/Equal Average
06037192620,Los Angeles,50+ Latino,Below/Equal Average
06037124700,Los Angeles,50+ NL White,Below/Equal Average
06037407002,Los Angeles,70+ Latino,Above Average
06037123304,Los Angeles,Other,Below/Equal Average
06037128303,Los Angeles,70+ Latino,Below/Equal Average
06037501400,Los Angeles,70+ Latino,Above Average
06037408303,Los Angeles,70+ Latino,Above Average
06037122000,Los Angeles,Other,Below/Equal Average
06037404402,Los Angeles,70+ Latino,Above Average
06037920342,Los Angeles,70+ Latino,Above Average
06037910213,Los Angeles,50+ Latino,Above Average
06037408725,Los Angeles,Other,Above Average
06037408722,Los Angeles,Other,Above Average
06037143101,Los Angeles,50+ NL White,Below/Equal Average
06037670604,Los Angeles,50+ NL White,Zero Day Count
06037543704,Los Angeles,50+ Latino,Zero Day Count
06037293203,Los Angeles,50+ Latino,Zero Day Count
06037570504,Los Angeles,50+ Latino,Zero Day Count
06037602602,Los Angeles,Other,Zero Day Count
06037216800,Los Angeles,50+ NL White,Zero Day Count
06037480802,Los Angeles,50+ Latino,Below/Equal Average
06037224200,Los Angeles,70+ Latino,Zero Day Count
06037123010,Los Angeles,70+ Latino,Above Average
06037109500,Los Angeles,70+ Latino,Above Average
06037482001,Los Angeles,Other,Below/Equal Average
06037195300,Los Angeles,50+ NL White,Below/Equal Average
06037221220,Los Angeles,70+ Latino,Zero Day Count
06037400602,Los Angeles,70+ Latino,Above Average
06037481902,Los Angeles,Other,Below/Equal Average
06037191201,Los Angeles,50+ NL White,Below/Equal Average
06037143901,Los Angeles,70+ NL White,Zero Day Count
06037224020,Los Angeles,70+ Latino,Zero Day Count
06037530203,Los Angeles,70+ Latino,Below/Equal Average
06037920312,Los Angeles,Other,Above Average
06037920038,Los Angeles,70+ Latino,Above Average
06037910401,Los Angeles,Other,Above Average
06037920015,Los Angeles,50+ NL White,Above Average
06037460200,Los Angeles,Other,Above Average
06037432602,Los Angeles,50+ Latino,Above Average
06037482701,Los Angeles,50+ Latino,Below/Equal Average
06037211701,Los Angeles,Other,Below/Equal Average
06037531701,Los Angeles,70+ Latino,Below/Equal Average
06037408401,Los Angeles,50+ Latino,Above Average
06037224600,Los Angeles,70+ Latino,Zero Day Count
06037218500,Los Angeles,50+ Latino,Zero Day Count
06037192420,Los Angeles,Other,Below/Equal Average
06037127104,Los Angeles,50+ Latino,Below/Equal Average
06037554512,Los Angeles,Other,Zero Day Count
06037576801,Los Angeles,Other,Zero Day Count
06037571800,Los Angeles,Other,Zero Day Count
06037555212,Los Angeles,70+ Latino,Zero Day Count
06037553300,Los Angeles,70+ Latino,Below/Equal Average
06037543400,Los Angeles,50+ Latino,Zero Day Count
06037602402,Los Angeles,50+ Latino,Zero Day Count
06037276000,Los Angeles,50+ NL White,Zero Day Count
06037432901,Los Angeles,Other,Above Average
06037432802,Los Angeles,70+ Latino,Above Average
06037551201,Los Angeles,50+ Latino,Below/Equal Average
06037533602,Los Angeles,70+ Latino,Zero Day Count
06037540203,Los Angeles,70+ Latino,Zero Day Count
06037111303,Los Angeles,Other,Above Average
06037231603,Los Angeles,70+ Latino,Zero Day Count
06037550502,Los Angeles,50+ Latino,Below/Equal Average
06037980001,Los Angeles,Other,Above Average
06037403408,Los Angeles,Other,Above Average
06037433200,Los Angeles,50+ Latino,Above Average
06037535102,Los Angeles,70+ Latino,Zero Day Count
06037700200,Los Angeles,50+ NL White,Zero Day Count
06037208001,Los Angeles,Other,Zero Day Count
06037404806,Los Angeles,70+ Latino,Above Average
06037190702,Los Angeles,Other,Below/Equal Average
06037190102,Los Angeles,50+ NL White,Below/Equal Average
06037123510,Los Angeles,50+ Latino,Below/Equal Average
06037134710,Los Angeles,50+ Latino,Below/Equal Average
06037204820,Los Angeles,70+ Latino,Below/Equal Average
06037573002,Los Angeles,50+ Latino,Zero Day Count
06037553802,Los Angeles,50+ Latino,Zero Day Count
06037577200,Los Angeles,50+ NL White,Zero Day Count
06037132900,Los Angeles,50+ NL White,Below/Equal Average
06037573300,Los Angeles,50+ Latino,Zero Day Count
06037432102,Los Angeles,Other,Above Average
06037201504,Los Angeles,70+ Latino,Below/Equal Average
06037405002,Los Angeles,70+ Latino,Above Average
06037403000,Los Angeles,70+ Latino,Above Average
06037228500,Los Angeles,70+ Latino,Zero Day Count
06037533701,Los Angeles,70+ Latino,Below/Equal Average
06037701202,Los Angeles,70+ NL White,Zero Day Count
06037199802,Los Angeles,Other,Below/Equal Average
06037127803,Los Angeles,50+ Latino,Below/Equal Average
06037221602,Los Angeles,70+ Latino,Zero Day Count
06037278102,Los Angeles,70+ NL White,Zero Day Count
06037533300,Los Angeles,70+ Latino,Zero Day Count
06037120010,Los Angeles,70+ Latino,Below/Equal Average
06037651221,Los Angeles,Other,Zero Day Count
06037502602,Los Angeles,70+ Latino,Below/Equal Average
06037535503,Los Angeles,70+ Latino,Zero Day Count
06037294610,Los Angeles,70+ Latino,Zero Day Count
06037269909,Los Angeles,Other,Zero Day Count
06037402504,Los Angeles,70+ Latino,Above Average
06037115203,Los Angeles,50+ Latino,Above Average
06037141305,Los Angeles,50+ NL White,Below/Equal Average
06037231902,Los Angeles,70+ Latino,Zero Day Count
06037402404,Los Angeles,Other,Above Average
06037134423,Los Angeles,50+ NL White,Above Average
06037294900,Los Angeles,70+ Latino,Zero Day Count
06037183101,Los Angeles,50+ Latino,Above Average
06037900805,Los Angeles,Other,Above Average
06037212303,Los Angeles,50+ Latino,Zero Day Count
06037221302,Los Angeles,70+ Latino,Zero Day Count
06037900104,Los Angeles,50+ Latino,Above Average
06037551203,Los Angeles,70+ Latino,Below/Equal Average
06037195802,Los Angeles,50+ Latino,Below/Equal Average
06037575101,Los Angeles,50+ Latino,Zero Day Count
06037555107,Los Angeles,Other,Zero Day Count
06037406602,Los Angeles,50+ Latino,Above Average
06037271703,Los Angeles,Other,Zero Day Count
06037553202,Los Angeles,70+ Latino,Below/Equal Average
06037400208,Los Angeles,50+ NL White,Above Average
06037106646,Los Angeles,Other,Above Average
06037120104,Los Angeles,50+ Latino,Below/Equal Average
06037408631,Los Angeles,Other,Above Average
06037576903,Los Angeles,50+ Latino,Zero Day Count
06037920045,Los Angeles,50+ NL White,Above Average
06037408006,Los Angeles,Other,Above Average
06037310900,Los Angeles,Other,Above Average
06037277000,Los Angeles,50+ NL White,Zero Day Count
06037197500,Los Angeles,Other,Below/Equal Average
06037502303,Los Angeles,70+ Latino,Below/Equal Average
06037571202,Los Angeles,Other,Zero Day Count
06037602801,Los Angeles,50+ Latino,Zero Day Count
06037190101,Los Angeles,Other,Below/Equal Average
06037203300,Los Angeles,70+ Latino,Below/Equal Average
06037701702,Los Angeles,50+ NL White,Zero Day Count
06037220000,Los Angeles,Other,Zero Day Count
06037403320,Los Angeles,Other,Above Average
06037231720,Los Angeles,70+ Latino,Zero Day Count
06037228800,Los Angeles,70+ Latino,Zero Day Count
06037601802,Los Angeles,70+ Latino,Zero Day Count
06037800334,Los Angeles,50+ NL White,Below/Equal Average
06037134302,Los Angeles,Other,Above Average
06037109700,Los Angeles,Other,Above Average
06037482201,Los Angeles,Other,Below/Equal Average
06037503901,Los Angeles,Other,Below/Equal Average
06037650603,Los Angeles,Other,Zero Day Count
06037570701,Los Angeles,Other,Zero Day Count
06037553901,Los Angeles,70+ Latino,Below/Equal Average
06037541801,Los Angeles,50+ Latino,Zero Day Count
06037601302,Los Angeles,Other,Zero Day Count
06037920109,Los Angeles,50+ NL White,Above Average
06037119340,Los Angeles,70+ Latino,Below/Equal Average
06037900705,Los Angeles,Other,Above Average
06037311300,Los Angeles,50+ NL White,Above Average
06071007409,San Bernardino,50+ Latino,Below/Equal Average
06071010300,San Bernardino,Other,Above Average
06071003607,San Bernardino,70+ Latino,Above Average
06071003505,San Bernardino,70+ Latino,Above Average
06071002307,San Bernardino,70+ Latino,Above Average
06071008402,San Bernardino,50+ NL White,Above Average
06071003900,San Bernardino,70+ Latino,Above Average
06071000820,San Bernardino,Other,Below/Equal Average
06071001002,San Bernardino,70+ Latino,Above Average
06071000605,San Bernardino,70+ Latino,Above Average
06071010023,San Bernardino,50+ Latino,Below/Equal Average
06071009709,San Bernardino,50+ Latino,Above Average
06071010015,San Bernardino,70+ Latino,Below/Equal Average
06071000606,San Bernardino,50+ Latino,Above Average
06071000603,San Bernardino,50+ Latino,Above Average
06071002011,San Bernardino,50+ NL White,Below/Equal Average
06071002019,San Bernardino,Other,Below/Equal Average
06071001504,San Bernardino,50+ Latino,Above Average
06071003605,San Bernardino,70+ Latino,Above Average
06071004404,San Bernardino,70+ Latino,Above Average
06071009911,San Bernardino,50+ Latino,Above Average
06071000304,San Bernardino,50+ Latino,Above Average
06071002312,San Bernardino,Other,Above Average
06071010430,San Bernardino,50+ NL White,Below/Equal Average
06071010805,San Bernardino,50+ NL White,Below/Equal Average
06071010033,San Bernardino,50+ Latino,Below/Equal Average
06071009129,San Bernardino,70+ Latino,Above Average
06071011602,San Bernardino,70+ NL White,Above Average
06071009138,San Bernardino,50+ Latino,Above Average
06071007201,San Bernardino,Other,Above Average
06071005501,San Bernardino,70+ Latino,Above Average
06071001911,San Bernardino,50+ Latino,Above Average
06071002051,San Bernardino,Other,Below/Equal Average
06071010036,San Bernardino,50+ Latino,Above Average
06071000307,San Bernardino,70+ Latino,Above Average
06071009912,San Bernardino,50+ Latino,Above Average
06071010410,San Bernardino,50+ NL White,Below/Equal Average
06071006700,San Bernardino,70+ Latino,Above Average
06071002703,San Bernardino,50+ Latino,Below/Equal Average
06071008001,San Bernardino,50+ Latino,Below/Equal Average
06071007106,San Bernardino,50+ Latino,Above Average
06071003101,San Bernardino,70+ Latino,Above Average
06071004301,San Bernardino,70+ Latino,Above Average
06071003503,San Bernardino,50+ Latino,Above Average
06071000818,San Bernardino,50+ NL White,Below/Equal Average
06071000814,San Bernardino,50+ NL White,Below/Equal Average
06071000826,San Bernardino,50+ Latino,Below/Equal Average
06071000207,San Bernardino,70+ Latino,Above Average
06071000901,San Bernardino,Other,Below/Equal Average
06071000604,San Bernardino,50+ Latino,Above Average
06071011500,San Bernardino,70+ NL White,Zero Day Count
06071001706,San Bernardino,70+ Latino,Above Average
06071001812,San Bernardino,70+ Latino,Above Average
06071001308,San Bernardino,70+ Latino,Above Average
06071000815,San Bernardino,Other,Below/Equal Average
06071002027,San Bernardino,Other,Below/Equal Average
06071001101,San Bernardino,70+ Latino,Above Average
06071004001,San Bernardino,70+ Latino,Above Average
06071003603,San Bernardino,70+ Latino,Above Average
06071003611,San Bernardino,70+ Latino,Above Average
06071007108,San Bernardino,Other,Above Average
06071008710,San Bernardino,Other,Below/Equal Average
06071011204,San Bernardino,70+ NL White,Zero Day Count
06071000107,San Bernardino,Other,Above Average
06071001813,San Bernardino,70+ Latino,Above Average
06071009121,San Bernardino,Other,Below/Equal Average
06071010038,San Bernardino,Other,Above Average
06071011405,San Bernardino,50+ NL White,Below/Equal Average
06071010032,San Bernardino,50+ Latino,Below/Equal Average
06071009127,San Bernardino,50+ Latino,Above Average
06071009137,San Bernardino,Other,Above Average
06071009125,San Bernardino,50+ Latino,Above Average
06071007605,San Bernardino,70+ Latino,Below/Equal Average
06071007606,San Bernardino,70+ Latino,Above Average
06071007001,San Bernardino,70+ Latino,Above Average
06071003201,San Bernardino,70+ Latino,Above Average
06071002045,San Bernardino,Other,Below/Equal Average
06071002111,San Bernardino,Other,Above Average
06071002049,San Bernardino,Other,Below/Equal Average
06071001907,San Bernardino,Other,Above Average
06071009727,San Bernardino,Other,Above Average
06071010030,San Bernardino,70+ Latino,Below/Equal Average
06071010040,San Bernardino,50+ NL White,Above Average
06071000821,San Bernardino,Other,Below/Equal Average
06071002103,San Bernardino,Other,Below/Equal Average
06071002025,San Bernardino,Other,Below/Equal Average
06071009908,San Bernardino,50+ Latino,Above Average
06071003507,San Bernardino,70+ Latino,Above Average
06071025100,San Bernardino,50+ NL White,Above Average
06071005701,San Bernardino,50+ Latino,Above Average
06071002801,San Bernardino,70+ Latino,Above Average
06071001104,San Bernardino,70+ Latino,Above Average
06071010014,San Bernardino,70+ Latino,Below/Equal Average
06071010011,San Bernardino,50+ Latino,Above Average
06071002803,San Bernardino,70+ Latino,Above Average
06071000816,San Bernardino,Other,Below/Equal Average
06071001310,San Bernardino,70+ Latino,Above Average
06071010042,San Bernardino,50+ Latino,Below/Equal Average
06071009130,San Bernardino,70+ Latino,Above Average
06071009128,San Bernardino,50+ Latino,Above Average
06071002404,San Bernardino,70+ Latino,Above Average
06071012202,San Bernardino,Other,Above Average
06071000203,San Bernardino,70+ Latino,Above Average
06071002038,San Bernardino,Other,Above Average
06071012300,San Bernardino,Other,Below/Equal Average
06071002041,San Bernardino,Other,Below/Equal Average
06071010028,San Bernardino,50+ Latino,Below/Equal Average
06071009124,San Bernardino,70+ Latino,Above Average
06071003506,San Bernardino,70+ Latino,Above Average
06071007407,San Bernardino,50+ Latino,Below/Equal Average
06071002105,San Bernardino,50+ Latino,Below/Equal Average
06071003102,San Bernardino,70+ Latino,Above Average
06071002311,San Bernardino,Other,Below/Equal Average
06071005102,San Bernardino,50+ Latino,Below/Equal Average
06071005502,San Bernardino,50+ Latino,Above Average
06071002610,San Bernardino,70+ Latino,Above Average
06071009722,San Bernardino,Other,Above Average
06071009122,San Bernardino,50+ Latino,Below/Equal Average
06071004511,San Bernardino,50+ Latino,Below/Equal Average
06071000305,San Bernardino,70+ Latino,Above Average
06071010037,San Bernardino,50+ Latino,Above Average
06071002901,San Bernardino,70+ Latino,Above Average
06071001501,San Bernardino,70+ Latino,Above Average
06071000208,San Bernardino,70+ Latino,Above Average
06071002013,San Bernardino,Other,Below/Equal Average
06071002018,San Bernardino,50+ NL White,Below/Equal Average
06071006203,San Bernardino,50+ Latino,Above Average
06071011102,San Bernardino,70+ NL White,Below/Equal Average
06071002308,San Bernardino,50+ Latino,Above Average
06071008003,San Bernardino,50+ Latino,Above Average
06071002405,San Bernardino,70+ Latino,Above Average
06071004604,San Bernardino,70+ Latino,Above Average
06071000823,San Bernardino,Other,Below/Equal Average
06071001307,San Bernardino,70+ Latino,Above Average
06071002708,San Bernardino,50+ Latino,Below/Equal Average
06071000404,San Bernardino,50+ Latino,Above Average
06071002015,San Bernardino,Other,Below/Equal Average
06071003609,San Bernardino,70+ Latino,Above Average
06071003401,San Bernardino,70+ Latino,Above Average
06071000813,San Bernardino,50+ NL White,Below/Equal Average
06071011300,San Bernardino,70+ NL White,Below/Equal Average
06071000503,San Bernardino,50+ Latino,Above Average
06071006201,San Bernardino,70+ Latino,Above Average
06071000825,San Bernardino,50+ Latino,Below/Equal Average
06071000109,San Bernardino,Other,Below/Equal Average
06071001400,San Bernardino,70+ Latino,Above Average
06071009131,San Bernardino,50+ Latino,Above Average
06071008201,San Bernardino,Other,Above Average
06071002707,San Bernardino,50+ Latino,Below/Equal Average
06071002021,San Bernardino,Other,Below/Equal Average
06071001309,San Bernardino,70+ Latino,Above Average
06071009721,San Bernardino,Other,Above Average
06071009720,San Bernardino,50+ Latino,Above Average
06071008705,San Bernardino,Other,Below/Equal Average
06071006401,San Bernardino,70+ Latino,Above Average
06071006402,San Bernardino,50+ Latino,Above Average
06071005800,San Bernardino,50+ Latino,Above Average
06071005300,San Bernardino,50+ Latino,Above Average
06071005200,San Bernardino,50+ Latino,Above Average
06071000103,San Bernardino,Other,Above Average
06071010012,San Bernardino,50+ Latino,Below/Equal Average
06071003509,San Bernardino,70+ Latino,Above Average
06071002705,San Bernardino,70+ Latino,Below/Equal Average
06071002306,San Bernardino,70+ Latino,Above Average
06071007107,San Bernardino,50+ Latino,Above Average
06071007104,San Bernardino,50+ NL White,Above Average
06071004603,San Bernardino,50+ Latino,Below/Equal Average
06071002706,San Bernardino,50+ Latino,Below/Equal Average
06071002604,San Bernardino,70+ Latino,Above Average
06071007105,San Bernardino,Other,Above Average
06071000804,San Bernardino,50+ NL White,Below/Equal Average
06071000812,San Bernardino,Other,Below/Equal Average
06071008901,San Bernardino,70+ NL White,Above Average
06071000401,San Bernardino,50+ Latino,Above Average
06071000104,San Bernardino,Other,Above Average
06071009708,San Bernardino,50+ NL White,Below/Equal Average
06071000115,San Bernardino,Other,Above Average
06071001808,San Bernardino,70+ Latino,Above Average
06071011900,San Bernardino,50+ NL White,Above Average
06071009713,San Bernardino,Other,Above Average
06071002037,San Bernardino,Other,Below/Equal Average
06071007306,San Bernardino,Other,Above Average
06071010009,San Bernardino,50+ Latino,Below/Equal Average
06071980200,San Bernardino,50+ Latino,Above Average
06071010417,San Bernardino,50+ NL White,Above Average
06071011205,San Bernardino,50+ NL White,Below/Equal Average
06071000111,San Bernardino,Other,Below/Equal Average
06071004800,San Bernardino,70+ Latino,Above Average
06071000504,San Bernardino,50+ Latino,Above Average
06071009201,San Bernardino,70+ NL White,Below/Equal Average
06071001906,San Bernardino,50+ Latino,Above Average
06071001806,San Bernardino,50+ Latino,Above Average
06071002014,San Bernardino,50+ NL White,Below/Equal Average
06071002017,San Bernardino,50+ NL White,Below/Equal Average
06071001305,San Bernardino,70+ Latino,Above Average
06071001810,San Bernardino,70+ Latino,Above Average
06071002031,San Bernardino,Other,Below/Equal Average
06071004509,San Bernardino,50+ Latino,Below/Equal Average
06071006603,San Bernardino,70+ Latino,Above Average
06071980100,San Bernardino,70+ Latino,Above Average
06071010425,San Bernardino,50+ NL White,Above Average
06071002315,San Bernardino,Other,Below/Equal Average
06071010905,San Bernardino,70+ NL White,Below/Equal Average
06071010432,San Bernardino,70+ NL White,Above Average
06071007308,San Bernardino,50+ NL White,Above Average
06071010031,San Bernardino,50+ Latino,Below/Equal Average
06071010041,San Bernardino,50+ Latino,Below/Equal Average
06071009120,San Bernardino,50+ Latino,Below/Equal Average
06071010434,San Bernardino,50+ NL White,Above Average
06071010029,San Bernardino,50+ Latino,Below/Equal Average
06071007905,San Bernardino,50+ Latino,Below/Equal Average
06071009133,San Bernardino,50+ Latino,Above Average
06071007412,San Bernardino,50+ Latino,Below/Equal Average
06071006102,San Bernardino,50+ Latino,Above Average
06071009134,San Bernardino,50+ Latino,Above Average
06071008716,San Bernardino,50+ NL White,Below/Equal Average
06071008406,San Bernardino,Other,Below/Equal Average
06071002709,San Bernardino,50+ Latino,Below/Equal Average
06071007307,San Bernardino,Other,Above Average
06071004902,San Bernardino,70+ Latino,Above Average
06071002309,San Bernardino,70+ Latino,Above Average
06071001908,San Bernardino,Other,Above Average
06071002046,San Bernardino,Other,Below/Equal Average
06071002611,San Bernardino,50+ Latino,Above Average
06071009502,San Bernardino,50+ Latino,Above Average
06071009915,San Bernardino,70+ Latino,Above Average
06071009723,San Bernardino,50+ NL White,Above Average
06071010039,San Bernardino,50+ NL White,Above Average
06071009712,San Bernardino,Other,Above Average
06071001707,San Bernardino,50+ Latino,Above Average
06071000403,San Bernardino,70+ Latino,Above Average
06071000201,San Bernardino,50+ Latino,Below/Equal Average
06071000108,San Bernardino,Other,Below/Equal Average
06071001702,San Bernardino,50+ Latino,Above Average
06071000904,San Bernardino,50+ Latino,Above Average
06071010022,San Bernardino,50+ Latino,Below/Equal Average
06071010021,San Bernardino,50+ NL White,Below/Equal Average
06071001809,San Bernardino,70+ Latino,Above Average
06071001804,San Bernardino,70+ Latino,Above Average
06071001704,San Bernardino,70+ Latino,Above Average
06071011002,San Bernardino,50+ NL White,Below/Equal Average
06071009800,San Bernardino,50+ Latino,Above Average
06071009717,San Bernardino,50+ NL White,Above Average
06071009714,San Bernardino,Other,Above Average
06071010700,San Bernardino,Other,Above Average
06071009300,San Bernardino,50+ NL White,Above Average
06071007408,San Bernardino,50+ Latino,Below/Equal Average
06071007410,San Bernardino,50+ Latino,Below/Equal Average
06071007404,San Bernardino,50+ Latino,Below/Equal Average
06071005400,San Bernardino,70+ Latino,Above Average
06071008403,San Bernardino,50+ NL White,Above Average
06071008301,San Bernardino,Other,Above Average
06071007800,San Bernardino,Other,Above Average
06071007603,San Bernardino,50+ Latino,Below/Equal Average
06071003700,San Bernardino,70+ Latino,Above Average
06071003000,San Bernardino,70+ Latino,Above Average
06071002606,San Bernardino,70+ Latino,Above Average
06071004505,San Bernardino,50+ Latino,Below/Equal Average
06071004202,San Bernardino,70+ Latino,Above Average
06071004103,San Bernardino,70+ Latino,Above Average
06071002602,San Bernardino,70+ Latino,Above Average
06071002501,San Bernardino,70+ Latino,Above Average
06071000808,San Bernardino,Other,Below/Equal Average
06071002107,San Bernardino,50+ Latino,Below/Equal Average
06071012500,San Bernardino,70+ Latino,Above Average
06071001200,San Bernardino,50+ Latino,Above Average
06071001103,San Bernardino,50+ Latino,Above Average
06071000501,San Bernardino,50+ Latino,Above Average
06071007904,San Bernardino,Other,Below/Equal Average
06071012002,San Bernardino,50+ Latino,Above Average
06071001803,San Bernardino,70+ Latino,Above Average
06071011700,San Bernardino,Other,Above Average
06071010016,San Bernardino,50+ Latino,Below/Equal Average
06071012001,San Bernardino,50+ Latino,Above Average
06071011203,San Bernardino,50+ NL White,Below/Equal Average
06071010420,San Bernardino,70+ NL White,Above Average
06071011101,San Bernardino,50+ NL White,Below/Equal Average
06071009119,San Bernardino,Other,Below/Equal Average
06071008100,San Bernardino,Other,Above Average
06071003510,San Bernardino,70+ Latino,Above Average
06071009910,San Bernardino,Other,Above Average
06071940100,San Bernardino,70+ NL White,Above Average
06071010424,San Bernardino,50+ NL White,Below/Equal Average
06071010803,San Bernardino,70+ NL White,Below/Equal Average
06071025000,San Bernardino,50+ NL White,Above Average
06071002016,San Bernardino,Other,Below/Equal Average
06071000903,San Bernardino,50+ Latino,Below/Equal Average
06071002101,San Bernardino,50+ Latino,Below/Equal Average
06071001503,San Bernardino,70+ Latino,Above Average
06071002023,San Bernardino,Other,Below/Equal Average
06071002035,San Bernardino,Other,Below/Equal Average
06071012103,San Bernardino,50+ NL White,Below/Equal Average
06071004104,San Bernardino,70+ Latino,Below/Equal Average
06071003804,San Bernardino,70+ Latino,Above Average
06071004101,San Bernardino,70+ Latino,Below/Equal Average
06071004510,San Bernardino,Other,Below/Equal Average
06071007305,San Bernardino,Other,Above Average
06071010903,San Bernardino,70+ NL White,Below/Equal Average
06071010904,San Bernardino,50+ NL White,Below/Equal Average
06071009719,San Bernardino,50+ NL White,Below/Equal Average
06071009918,San Bernardino,70+ Latino,Above Average
06071009916,San Bernardino,50+ Latino,Above Average
06071009123,San Bernardino,50+ NL White,Below/Equal Average
06071009718,San Bernardino,70+ NL White,Below/Equal Average
06071005101,San Bernardino,50+ Latino,Above Average
06071009126,San Bernardino,Other,Above Average
06071009136,San Bernardino,Other,Above Average
06071008715,San Bernardino,50+ NL White,Below/Equal Average
06071008713,San Bernardino,50+ NL White,Below/Equal Average
06071008712,San Bernardino,50+ NL White,Below/Equal Average
06071008502,San Bernardino,50+ NL White,Above Average
06071010027,San Bernardino,50+ NL White,Above Average
06071008004,San Bernardino,70+ Latino,Above Average
06071002042,San Bernardino,Other,Below/Equal Average
06071001910,San Bernardino,50+ Latino,Above Average
06071002403,San Bernardino,70+ Latino,Above Average
06071007002,San Bernardino,70+ Latino,Above Average
06071008714,San Bernardino,50+ NL White,Below/Equal Average
06071005601,San Bernardino,50+ Latino,Above Average
06071007202,San Bernardino,50+ Latino,Above Average
06071007112,San Bernardino,Other,Above Average
06071007111,San Bernardino,50+ Latino,Above Average
06071002608,San Bernardino,70+ Latino,Above Average
06071000308,San Bernardino,70+ Latino,Above Average
